actions,ground_truths,board_numbers,image_numbers
up,left,418,5
down,grip,418,6
right,up,419,0
down,left,419,1
down,left,419,10
right,grip,419,11
down,left,419,2
left,left,419,3
up,left,419,4
down,left,419,5
grip,left,419,6
up,left,419,7
right,left,419,8
up,left,419,9
grip,up,42,0
right,up,42,1
right,right,42,10
left,right,42,11
left,grip,42,12
grip,up,42,2
left,up,42,3
right,up,42,4
up,up,42,5
right,up,42,6
down,up,42,7
grip,up,42,8
grip,right,42,9
right,down,420,0
grip,down,420,1
left,left,420,10
up,left,420,11
grip,left,420,12
up,left,420,13
left,grip,420,14
grip,down,420,2
grip,down,420,3
down,down,420,4
right,left,420,5
down,left,420,6
left,left,420,7
right,left,420,8
left,left,420,9
right,down,421,0
up,down,421,1
grip,down,421,2
grip,down,421,3
grip,down,421,4
right,down,421,5
grip,down,421,6
left,left,421,7
left,left,421,8
grip,grip,421,9
down,up,422,0
left,up,422,1
right,right,422,2
grip,grip,422,3
down,up,423,0
left,up,423,1
grip,up,423,2
grip,up,423,3
grip,up,423,4
up,right,423,5
left,grip,423,6
right,down,424,0
left,down,424,1
right,down,424,2
up,left,424,3
left,grip,424,4
right,down,425,0
down,down,425,1
left,down,425,2
left,down,425,3
grip,down,425,4
left,right,425,5
up,grip,425,6
down,up,426,0
down,up,426,1
grip,up,426,2
grip,right,426,3
grip,right,426,4
up,right,426,5
grip,right,426,6
down,right,426,7
grip,grip,426,8
grip,up,427,0
up,up,427,1
grip,up,427,2
down,up,427,3
up,right,427,4
down,right,427,5
down,right,427,6
left,right,427,7
grip,grip,427,8
right,right,428,0
down,right,428,1
down,right,428,2
up,grip,428,3
left,down,429,0
left,right,429,1
right,right,429,2
down,right,429,3
left,right,429,4
right,grip,429,5
left,up,43,0
down,up,43,1
down,up,43,2
grip,up,43,3
left,right,43,4
left,right,43,5
right,right,43,6
left,right,43,7
left,right,43,8
up,grip,43,9
grip,down,430,0
right,down,430,1
up,down,430,2
left,down,430,3
right,right,430,4
grip,right,430,5
down,grip,430,6
left,down,431,0
up,down,431,1
grip,right,431,2
right,right,431,3
left,right,431,4
up,grip,431,5
up,up,432,0
right,up,432,1
up,grip,432,10
left,up,432,2
grip,up,432,3
left,up,432,4
grip,up,432,5
grip,left,432,6
up,left,432,7
grip,left,432,8
grip,left,432,9
down,up,433,0
down,up,433,1
right,left,433,10
grip,left,433,11
down,left,433,12
up,left,433,13
up,left,433,14
up,left,433,15
up,left,433,16
left,grip,433,17
up,up,433,2
right,up,433,3
up,up,433,4
right,up,433,5
right,up,433,6
up,up,433,7
left,left,433,8
up,left,433,9
right,down,434,0
left,left,434,1
up,left,434,2
down,left,434,3
left,grip,434,4
left,down,435,0
grip,left,435,1
up,left,435,2
right,left,435,3
right,left,435,4
grip,left,435,5
left,left,435,6
grip,left,435,7
down,left,435,8
up,grip,435,9
left,down,436,0
grip,down,436,1
left,left,436,10
grip,left,436,11
up,left,436,12
left,left,436,13
up,left,436,14
grip,grip,436,15
right,down,436,2
left,down,436,3
down,down,436,4
right,down,436,5
grip,left,436,6
up,left,436,7
grip,left,436,8
up,left,436,9
grip,down,437,0
right,down,437,1
down,left,437,2
left,left,437,3
up,left,437,4
grip,left,437,5
down,left,437,6
right,left,437,7
down,left,437,8
left,grip,437,9
up,up,438,0
down,up,438,1
left,up,438,2
grip,up,438,3
grip,up,438,4
left,up,438,5
up,up,438,6
down,left,438,7
left,grip,438,8
left,up,439,0
left,up,439,1
right,up,439,2
up,up,439,3
left,up,439,4
grip,up,439,5
down,up,439,6
grip,up,439,7
right,grip,439,8
down,up,44,0
left,right,44,1
up,right,44,2
up,right,44,3
right,right,44,4
grip,right,44,5
down,right,44,6
up,grip,44,7
right,down,440,0
down,down,440,1
up,grip,440,2
right,down,441,0
grip,down,441,1
right,down,441,2
down,down,441,3
grip,down,441,4
grip,left,441,5
right,grip,441,6
right,up,442,0
grip,up,442,1
grip,right,442,10
left,grip,442,11
down,up,442,2
down,up,442,3
right,right,442,4
grip,right,442,5
right,right,442,6
right,right,442,7
right,right,442,8
down,right,442,9
down,up,443,0
grip,up,443,1
up,up,443,2
down,right,443,3
down,right,443,4
grip,right,443,5
down,right,443,6
right,right,443,7
grip,right,443,8
grip,grip,443,9
right,up,444,0
up,right,444,1
right,right,444,2
left,right,444,3
right,right,444,4
right,right,444,5
down,right,444,6
up,right,444,7
up,grip,444,8
up,up,445,0
right,right,445,1
grip,right,445,2
left,grip,445,3
right,down,446,0
down,down,446,1
grip,right,446,10
right,right,446,11
left,grip,446,12
down,down,446,2
right,down,446,3
up,down,446,4
up,right,446,5
right,right,446,6
grip,right,446,7
right,right,446,8
right,right,446,9
grip,down,447,0
down,down,447,1
grip,down,447,2
left,down,447,3
down,right,447,4
down,right,447,5
grip,right,447,6
up,right,447,7
right,grip,447,8
grip,up,448,0
grip,up,448,1
left,left,448,10
left,left,448,11
grip,left,448,12
right,left,448,13
down,left,448,14
up,grip,448,15
grip,up,448,2
down,up,448,3
up,up,448,4
down,up,448,5
grip,up,448,6
left,left,448,7
down,left,448,8
grip,left,448,9
up,up,449,0
right,up,449,1
right,left,449,10
right,grip,449,11
down,left,449,2
left,left,449,3
left,left,449,4
down,left,449,5
right,left,449,6
down,left,449,7
up,left,449,8
right,left,449,9
right,right,45,0
grip,right,45,1
up,grip,45,2
grip,down,450,0
left,left,450,1
down,left,450,2
right,left,450,3
down,grip,450,4
left,down,451,0
down,left,451,1
down,grip,451,2
up,down,452,0
down,down,452,1
left,left,452,10
down,grip,452,11
right,down,452,2
up,down,452,3
down,down,452,4
right,left,452,5
down,left,452,6
down,left,452,7
right,left,452,8
right,left,452,9
right,down,453,0
left,down,453,1
right,left,453,2
down,left,453,3
down,left,453,4
up,grip,453,5
left,up,454,0
grip,up,454,1
down,grip,454,10
right,up,454,2
down,up,454,3
up,up,454,4
down,up,454,5
grip,up,454,6
up,up,454,7
down,right,454,8
left,right,454,9
up,up,455,0
down,up,455,1
right,up,455,2
right,up,455,3
up,up,455,4
down,up,455,5
right,right,455,6
up,grip,455,7
grip,down,456,0
right,down,456,1
up,down,456,2
grip,grip,456,3
right,down,457,0
grip,down,457,1
left,right,457,2
up,right,457,3
left,grip,457,4
down,up,458,0
right,up,458,1
up,grip,458,10
down,up,458,2
right,up,458,3
right,up,458,4
up,right,458,5
up,right,458,6
down,right,458,7
down,right,458,8
up,right,458,9
up,up,459,0
up,up,459,1
down,right,459,10
down,grip,459,11
right,up,459,2
left,up,459,3
right,right,459,4
up,right,459,5
up,right,459,6
up,right,459,7
left,right,459,8
left,right,459,9
grip,down,46,0
right,down,46,1
grip,down,46,2
grip,down,46,3
down,down,46,4
grip,right,46,5
down,right,46,6
down,right,46,7
right,grip,46,8
up,right,460,0
left,right,460,1
up,right,460,2
down,right,460,3
left,right,460,4
right,right,460,5
grip,right,460,6
grip,grip,460,7
up,down,461,0
grip,right,461,1
up,right,461,2
down,right,461,3
right,right,461,4
down,grip,461,5
right,down,462,0
right,down,462,1
right,right,462,10
grip,right,462,11
left,grip,462,12
grip,down,462,2
down,down,462,3
left,down,462,4
right,down,462,5
right,down,462,6
up,right,462,7
right,right,462,8
grip,right,462,9
left,down,463,0
down,down,463,1
left,right,463,2
right,right,463,3
down,right,463,4
left,right,463,5
down,right,463,6
left,grip,463,7
right,up,464,0
up,up,464,1
down,left,464,10
grip,left,464,11
right,left,464,12
up,left,464,13
up,left,464,14
up,left,464,15
left,left,464,16
grip,grip,464,17
down,up,464,2
grip,up,464,3
grip,up,464,4
grip,up,464,5
down,up,464,6
up,up,464,7
right,up,464,8
grip,left,464,9
right,up,465,0
up,up,465,1
down,left,465,10
grip,left,465,11
grip,grip,465,12
up,up,465,2
down,up,465,3
grip,up,465,4
grip,up,465,5
up,up,465,6
grip,up,465,7
down,left,465,8
grip,left,465,9
left,left,466,0
up,left,466,1
left,left,466,2
left,left,466,3
right,left,466,4
right,left,466,5
up,left,466,6
left,left,466,7
down,left,466,8
down,grip,466,9
up,down,467,0
down,left,467,1
right,left,467,2
up,left,467,3
up,left,467,4
right,left,467,5
down,left,467,6
down,left,467,7
grip,left,467,8
right,grip,467,9
right,down,468,0
right,down,468,1
down,left,468,10
right,left,468,11
down,left,468,12
left,left,468,13
left,grip,468,14
up,down,468,2
right,down,468,3
grip,down,468,4
grip,down,468,5
grip,down,468,6
up,left,468,7
down,left,468,8
up,left,468,9
down,down,469,0
left,down,469,1
grip,left,469,10
grip,left,469,11
down,left,469,12
up,left,469,13
grip,left,469,14
right,grip,469,15
grip,down,469,2
left,down,469,3
down,down,469,4
down,left,469,5
up,left,469,6
grip,left,469,7
right,left,469,8
down,left,469,9
grip,down,47,0
up,down,47,1
up,down,47,2
right,right,47,3
down,right,47,4
grip,right,47,5
up,right,47,6
right,right,47,7
up,grip,47,8
up,up,470,0
down,up,470,1
right,up,470,2
right,up,470,3
down,up,470,4
right,grip,470,5
left,up,471,0
right,up,471,1
right,up,471,2
up,up,471,3
left,up,471,4
grip,up,471,5
down,right,471,6
right,grip,471,7
left,down,472,0
grip,down,472,1
down,down,472,2
grip,down,472,3
right,down,472,4
left,down,472,5
down,left,472,6
right,grip,472,7
down,down,473,0
down,down,473,1
right,down,473,2
right,down,473,3
left,down,473,4
right,grip,473,5
left,up,474,0
left,up,474,1
grip,right,474,10
left,right,474,11
down,right,474,12
up,right,474,13
right,right,474,14
up,grip,474,15
right,up,474,2
up,up,474,3
right,up,474,4
down,up,474,5
up,up,474,6
left,up,474,7
down,right,474,8
left,right,474,9
down,up,475,0
up,up,475,1
down,up,475,2
up,up,475,3
up,up,475,4
left,up,475,5
right,right,475,6
up,right,475,7
left,grip,475,8
right,down,476,0
right,right,476,1
right,right,476,2
left,right,476,3
grip,grip,476,4
right,up,477,0
left,right,477,1
down,right,477,2
up,right,477,3
grip,grip,477,4
right,down,478,0
right,down,478,1
grip,grip,478,10
up,down,478,2
left,down,478,3
right,down,478,4
left,right,478,5
grip,right,478,6
grip,right,478,7
grip,right,478,8
grip,right,478,9
right,down,479,0
down,down,479,1
right,right,479,2
down,right,479,3
grip,grip,479,4
left,up,48,0
right,up,48,1
down,left,48,10
down,grip,48,11
down,up,48,2
up,up,48,3
right,up,48,4
right,up,48,5
up,up,48,6
up,up,48,7
right,left,48,8
right,left,48,9
grip,up,480,0
right,up,480,1
down,grip,480,10
down,up,480,2
left,up,480,3
down,left,480,4
right,left,480,5
right,left,480,6
left,left,480,7
right,left,480,8
up,left,480,9
right,up,481,0
up,up,481,1
up,up,481,2
right,up,481,3
right,up,481,4
left,up,481,5
right,left,481,6
up,grip,481,7
left,left,482,0
right,left,482,1
left,left,482,2
right,left,482,3
up,left,482,4
right,grip,482,5
up,left,483,0
down,left,483,1
grip,left,483,2
right,left,483,3
grip,left,483,4
grip,left,483,5
down,left,483,6
down,left,483,7
up,left,483,8
right,grip,483,9
up,down,484,0
right,down,484,1
up,left,484,10
right,grip,484,11
grip,left,484,2
right,left,484,3
up,left,484,4
right,left,484,5
up,left,484,6
grip,left,484,7
left,left,484,8
right,left,484,9
grip,down,485,0
right,down,485,1
right,down,485,2
grip,down,485,3
down,left,485,4
right,left,485,5
down,grip,485,6
up,up,486,0
down,up,486,1
right,up,486,2
down,right,486,3
down,grip,486,4
down,up,487,0
left,up,487,1
grip,up,487,2
left,up,487,3
grip,right,487,4
left,right,487,5
grip,grip,487,6
up,down,488,0
right,down,488,1
down,down,488,2
up,down,488,3
up,down,488,4
down,right,488,5
right,grip,488,6
right,down,489,0
left,down,489,1
down,down,489,2
right,down,489,3
grip,right,489,4
up,grip,489,5
up,up,49,0
up,up,49,1
grip,left,49,10
grip,grip,49,11
down,up,49,2
left,up,49,3
grip,up,49,4
right,up,49,5
up,up,49,6
down,left,49,7
up,left,49,8
right,left,49,9
grip,up,490,0
right,up,490,1
left,right,490,2
up,right,490,3
right,right,490,4
up,grip,490,5
left,up,491,0
right,up,491,1
left,right,491,10
right,grip,491,11
up,up,491,2
down,up,491,3
grip,up,491,4
right,up,491,5
up,right,491,6
down,right,491,7
right,right,491,8
up,right,491,9
up,up,492,0
up,right,492,1
down,right,492,2
up,right,492,3
down,grip,492,4
left,down,493,0
up,right,493,1
right,right,493,2
up,right,493,3
up,right,493,4
up,right,493,5
up,right,493,6
down,right,493,7
left,right,493,8
right,grip,493,9
down,down,494,0
grip,down,494,1
up,right,494,10
down,right,494,11
up,right,494,12
grip,grip,494,13
right,down,494,2
grip,down,494,3
grip,down,494,4
right,right,494,5
up,right,494,6
left,right,494,7
grip,right,494,8
down,right,494,9
down,down,495,0
right,down,495,1
right,right,495,10
grip,grip,495,11
left,down,495,2
left,down,495,3
grip,down,495,4
grip,down,495,5
up,right,495,6
up,right,495,7
grip,right,495,8
right,right,495,9
right,up,496,0
up,up,496,1
grip,up,496,2
up,up,496,3
up,up,496,4
grip,left,496,5
left,left,496,6
left,left,496,7
grip,grip,496,8
left,up,497,0
left,up,497,1
left,left,497,10
grip,left,497,11
grip,left,497,12
right,grip,497,13
up,up,497,2
grip,up,497,3
grip,up,497,4
down,up,497,5
down,up,497,6
right,up,497,7
grip,left,497,8
left,left,497,9
grip,down,498,0
right,left,498,1
right,left,498,2
grip,left,498,3
right,left,498,4
grip,left,498,5
up,grip,498,6
grip,down,499,0
right,left,499,1
right,left,499,2
left,left,499,3
right,left,499,4
down,left,499,5
grip,left,499,6
down,left,499,7
left,grip,499,8
grip,down,5,0
left,down,5,1
left,left,5,10
up,grip,5,11
left,left,5,2
down,left,5,3
grip,left,5,4
right,left,5,5
grip,left,5,6
grip,left,5,7
grip,left,5,8
down,left,5,9
right,down,50,0
right,left,50,1
up,left,50,2
right,left,50,3
grip,left,50,4
right,left,50,5
up,grip,50,6
down,down,500,0
grip,down,500,1
grip,left,500,10
grip,left,500,11
grip,left,500,12
up,left,500,13
down,grip,500,14
right,down,500,2
up,down,500,3
down,left,500,4
left,left,500,5
down,left,500,6
right,left,500,7
left,left,500,8
left,left,500,9
left,down,501,0
up,down,501,1
up,left,501,10
grip,left,501,11
up,grip,501,12
grip,left,501,2
grip,left,501,3
left,left,501,4
right,left,501,5
right,left,501,6
grip,left,501,7
left,left,501,8
right,left,501,9
up,up,502,0
up,up,502,1
left,up,502,2
left,up,502,3
left,up,502,4
left,up,502,5
up,left,502,6
up,grip,502,7
up,up,503,0
down,up,503,1
down,up,503,2
grip,up,503,3
right,left,503,4
down,grip,503,5
up,down,504,0
up,down,504,1
grip,right,504,2
down,grip,504,3
down,down,505,0
down,down,505,1
down,down,505,2
left,down,505,3
down,down,505,4
down,down,505,5
grip,down,505,6
left,grip,505,7
grip,up,506,0
down,up,506,1
down,up,506,2
grip,up,506,3
right,right,506,4
grip,right,506,5
grip,grip,506,6
grip,up,507,0
grip,up,507,1
down,up,507,2
grip,up,507,3
down,up,507,4
left,up,507,5
down,right,507,6
up,right,507,7
grip,right,507,8
left,grip,507,9
grip,up,508,0
down,right,508,1
right,right,508,2
down,right,508,3
down,right,508,4
down,grip,508,5
left,right,509,0
grip,right,509,1
up,right,509,2
up,right,509,3
grip,right,509,4
right,right,509,5
right,grip,509,6
grip,up,51,0
grip,left,51,1
down,grip,51,10
up,left,51,2
left,left,51,3
up,left,51,4
grip,left,51,5
left,left,51,6
right,left,51,7
up,left,51,8
left,left,51,9
up,down,510,0
down,down,510,1
up,right,510,10
up,grip,510,11
up,down,510,2
left,down,510,3
right,right,510,4
right,right,510,5
grip,right,510,6
right,right,510,7
down,right,510,8
right,right,510,9
grip,down,511,0
up,down,511,1
down,down,511,2
right,down,511,3
down,right,511,4
grip,right,511,5
right,right,511,6
left,right,511,7
left,grip,511,8
right,up,512,0
grip,up,512,1
down,left,512,10
up,grip,512,11
left,up,512,2
grip,up,512,3
grip,up,512,4
right,up,512,5
down,up,512,6
up,up,512,7
right,up,512,8
down,left,512,9
left,up,513,0
up,up,513,1
right,left,513,10
down,left,513,11
up,left,513,12
right,left,513,13
down,left,513,14
up,left,513,15
up,left,513,16
left,grip,513,17
left,up,513,2
right,up,513,3
down,up,513,4
down,up,513,5
right,up,513,6
left,up,513,7
right,up,513,8
left,up,513,9
right,up,514,0
down,left,514,1
right,left,514,2
up,left,514,3
right,left,514,4
left,left,514,5
right,left,514,6
down,left,514,7
right,left,514,8
right,grip,514,9
up,down,515,0
left,left,515,1
down,left,515,2
up,grip,515,3
right,down,516,0
down,down,516,1
down,grip,516,10
left,down,516,2
up,left,516,3
right,left,516,4
left,left,516,5
down,left,516,6
grip,left,516,7
down,left,516,8
up,left,516,9
left,down,517,0
down,down,517,1
left,left,517,10
left,left,517,11
down,left,517,12
right,left,517,13
grip,left,517,14
left,left,517,15
up,grip,517,16
down,down,517,2
left,down,517,3
up,down,517,4
up,down,517,5
left,down,517,6
right,left,517,7
down,left,517,8
down,left,517,9
right,up,518,0
up,up,518,1
right,up,518,2
left,up,518,3
up,up,518,4
down,right,518,5
down,grip,518,6
grip,up,519,0
up,up,519,1
left,right,519,10
left,grip,519,11
grip,up,519,2
up,up,519,3
left,up,519,4
grip,up,519,5
left,up,519,6
grip,up,519,7
grip,up,519,8
left,up,519,9
right,down,52,0
up,down,52,1
up,grip,52,10
up,down,52,2
left,down,52,3
down,down,52,4
up,left,52,5
down,left,52,6
right,left,52,7
up,left,52,8
right,left,52,9
up,down,520,0
left,down,520,1
up,left,520,2
down,grip,520,3
down,down,521,0
up,down,521,1
right,down,521,2
grip,down,521,3
down,down,521,4
down,down,521,5
grip,down,521,6
left,grip,521,7
down,up,522,0
down,up,522,1
grip,right,522,10
left,grip,522,11
left,up,522,2
up,up,522,3
down,up,522,4
left,up,522,5
grip,up,522,6
up,up,522,7
grip,right,522,8
down,right,522,9
left,up,523,0
down,up,523,1
down,right,523,10
grip,grip,523,11
right,up,523,2
down,up,523,3
right,up,523,4
right,up,523,5
left,up,523,6
down,up,523,7
up,up,523,8
down,right,523,9
down,up,524,0
right,right,524,1
down,right,524,2
grip,right,524,3
left,right,524,4
right,grip,524,5
left,down,525,0
down,right,525,1
down,right,525,2
grip,right,525,3
left,right,525,4
grip,right,525,5
left,right,525,6
down,grip,525,7
grip,down,526,0
left,down,526,1
right,right,526,10
right,right,526,11
down,right,526,12
down,right,526,13
left,grip,526,14
up,down,526,2
right,down,526,3
grip,down,526,4
grip,down,526,5
grip,down,526,6
right,right,526,7
right,right,526,8
left,right,526,9
up,down,527,0
right,down,527,1
up,right,527,2
right,right,527,3
grip,right,527,4
grip,right,527,5
left,right,527,6
down,right,527,7
down,grip,527,8
up,up,528,0
up,up,528,1
grip,up,528,2
left,up,528,3
grip,left,528,4
down,left,528,5
left,left,528,6
left,grip,528,7
right,up,529,0
up,up,529,1
up,left,529,2
grip,left,529,3
down,left,529,4
down,left,529,5
grip,left,529,6
up,left,529,7
left,grip,529,8
right,down,53,0
grip,down,53,1
left,down,53,2
down,left,53,3
left,left,53,4
right,left,53,5
left,left,53,6
grip,left,53,7
grip,grip,53,8
right,down,530,0
right,left,530,1
grip,left,530,2
down,left,530,3
up,left,530,4
up,grip,530,5
right,up,531,0
up,left,531,1
left,grip,531,10
left,left,531,2
left,left,531,3
down,left,531,4
grip,left,531,5
grip,left,531,6
down,left,531,7
down,left,531,8
right,left,531,9
grip,down,532,0
up,down,532,1
right,grip,532,10
right,down,532,2
grip,left,532,3
down,left,532,4
right,left,532,5
down,left,532,6
grip,left,532,7
left,left,532,8
left,left,532,9
grip,down,533,0
grip,down,533,1
right,grip,533,10
left,down,533,2
left,left,533,3
right,left,533,4
grip,left,533,5
grip,left,533,6
down,left,533,7
down,left,533,8
down,left,533,9
down,up,534,0
down,up,534,1
down,left,534,10
left,grip,534,11
grip,up,534,2
down,up,534,3
left,up,534,4
up,up,534,5
grip,up,534,6
up,up,534,7
grip,up,534,8
grip,up,534,9
right,up,535,0
left,up,535,1
right,up,535,2
up,up,535,3
up,up,535,4
grip,up,535,5
left,up,535,6
grip,grip,535,7
left,down,536,0
up,down,536,1
left,down,536,2
up,right,536,3
down,grip,536,4
grip,down,537,0
down,down,537,1
left,down,537,2
left,down,537,3
grip,down,537,4
left,down,537,5
grip,left,537,6
grip,grip,537,7
left,up,538,0
down,up,538,1
grip,right,538,10
down,right,538,11
right,right,538,12
down,grip,538,13
left,up,538,2
right,up,538,3
up,up,538,4
up,up,538,5
down,right,538,6
left,right,538,7
down,right,538,8
up,right,538,9
up,up,539,0
up,up,539,1
up,grip,539,10
right,up,539,2
up,up,539,3
grip,up,539,4
down,right,539,5
up,right,539,6
down,right,539,7
up,right,539,8
down,right,539,9
up,up,54,0
down,up,54,1
up,right,54,10
grip,grip,54,11
grip,up,54,2
left,up,54,3
up,up,54,4
grip,up,54,5
up,up,54,6
right,up,54,7
grip,up,54,8
grip,up,54,9
up,up,540,0
down,right,540,1
left,right,540,2
grip,right,540,3
right,right,540,4
up,grip,540,5
grip,down,541,0
up,right,541,1
down,right,541,2
right,right,541,3
grip,right,541,4
up,right,541,5
down,right,541,6
left,right,541,7
up,grip,541,8
up,down,542,0
grip,down,542,1
grip,right,542,2
left,right,542,3
up,right,542,4
down,right,542,5
down,right,542,6
up,right,542,7
up,grip,542,8
down,down,543,0
grip,down,543,1
right,right,543,10
up,grip,543,11
left,down,543,2
down,down,543,3
down,down,543,4
down,right,543,5
up,right,543,6
right,right,543,7
right,right,543,8
grip,right,543,9
grip,up,544,0
up,up,544,1
right,grip,544,10
up,up,544,2
left,up,544,3
right,up,544,4
down,up,544,5
down,up,544,6
down,left,544,7
grip,left,544,8
right,left,544,9
down,up,545,0
up,up,545,1
grip,up,545,2
right,left,545,3
left,grip,545,4
down,up,546,0
down,left,546,1
grip,left,546,2
up,left,546,3
left,left,546,4
left,left,546,5
down,left,546,6
up,left,546,7
left,left,546,8
right,grip,546,9
right,up,547,0
right,left,547,1
down,left,547,2
grip,left,547,3
down,left,547,4
down,grip,547,5
right,down,548,0
left,down,548,1
up,left,548,10
up,left,548,11
grip,grip,548,12
up,down,548,2
up,down,548,3
left,down,548,4
up,left,548,5
down,left,548,6
up,left,548,7
right,left,548,8
left,left,548,9
down,down,549,0
left,down,549,1
grip,left,549,10
down,grip,549,11
up,down,549,2
up,left,549,3
down,left,549,4
up,left,549,5
up,left,549,6
right,left,549,7
down,left,549,8
left,left,549,9
down,up,55,0
right,up,55,1
grip,up,55,2
down,up,55,3
up,up,55,4
left,left,55,5
up,grip,55,6
up,up,550,0
up,up,550,1
grip,up,550,2
up,up,550,3
down,up,550,4
grip,up,550,5
grip,up,550,6
right,grip,550,7
down,up,551,0
right,up,551,1
down,up,551,2
grip,up,551,3
up,up,551,4
grip,right,551,5
grip,grip,551,6
up,down,552,0
right,down,552,1
right,down,552,2
up,down,552,3
left,down,552,4
down,grip,552,5
right,down,553,0
right,down,553,1
left,down,553,2
left,down,553,3
up,down,553,4
left,down,553,5
up,down,553,6
up,right,553,7
right,grip,553,8
right,up,554,0
right,up,554,1
down,right,554,10
right,right,554,11
left,right,554,12
grip,right,554,13
down,right,554,14
left,grip,554,15
right,up,554,2
up,up,554,3
grip,up,554,4
left,up,554,5
right,up,554,6
up,right,554,7
up,right,554,8
right,right,554,9
grip,up,555,0
grip,up,555,1
left,right,555,10
grip,right,555,11
right,right,555,12
grip,grip,555,13
right,up,555,2
right,up,555,3
up,up,555,4
right,right,555,5
right,right,555,6
down,right,555,7
down,right,555,8
right,right,555,9
left,down,556,0
left,right,556,1
left,right,556,2
up,right,556,3
down,right,556,4
up,right,556,5
up,right,556,6
down,grip,556,7
left,up,557,0
right,right,557,1
up,right,557,2
down,right,557,3
left,right,557,4
down,right,557,5
left,right,557,6
left,right,557,7
grip,grip,557,8
grip,down,558,0
right,down,558,1
up,right,558,10
right,right,558,11
grip,grip,558,12
left,down,558,2
right,down,558,3
left,right,558,4
grip,right,558,5
right,right,558,6
up,right,558,7
right,right,558,8
up,right,558,9
right,down,559,0
left,down,559,1
down,right,559,10
left,right,559,11
down,right,559,12
down,right,559,13
left,grip,559,14
up,down,559,2
up,down,559,3
right,down,559,4
up,down,559,5
left,right,559,6
down,right,559,7
left,right,559,8
down,right,559,9
left,down,56,0
right,down,56,1
up,down,56,2
left,down,56,3
down,down,56,4
left,grip,56,5
grip,up,560,0
right,up,560,1
up,left,560,10
up,left,560,11
grip,left,560,12
down,left,560,13
right,left,560,14
left,left,560,15
down,left,560,16
right,grip,560,17
right,up,560,2
down,up,560,3
right,up,560,4
left,up,560,5
down,up,560,6
up,left,560,7
grip,left,560,8
up,left,560,9
up,up,561,0
down,up,561,1
down,left,561,10
grip,left,561,11
right,left,561,12
grip,left,561,13
grip,grip,561,14
right,up,561,2
down,up,561,3
left,up,561,4
right,up,561,5
grip,left,561,6
grip,left,561,7
up,left,561,8
grip,left,561,9
down,down,562,0
grip,left,562,1
up,grip,562,10
grip,left,562,2
grip,left,562,3
down,left,562,4
left,left,562,5
down,left,562,6
grip,left,562,7
left,left,562,8
down,left,562,9
up,left,563,0
left,left,563,1
left,grip,563,10
up,left,563,2
right,left,563,3
grip,left,563,4
down,left,563,5
down,left,563,6
up,left,563,7
right,left,563,8
down,left,563,9
grip,down,564,0
down,down,564,1
right,down,564,2
grip,down,564,3
grip,down,564,4
right,left,564,5
left,left,564,6
left,grip,564,7
right,down,565,0
up,down,565,1
up,left,565,2
grip,left,565,3
grip,left,565,4
up,left,565,5
right,left,565,6
left,grip,565,7
left,up,566,0
grip,up,566,1
right,up,566,2
left,up,566,3
down,up,566,4
down,up,566,5
right,up,566,6
grip,right,566,7
down,grip,566,8
grip,up,567,0
up,up,567,1
down,up,567,2
left,up,567,3
right,left,567,4
grip,grip,567,5
left,down,568,0
right,down,568,1
grip,left,568,2
grip,grip,568,3
left,down,569,0
down,down,569,1
up,down,569,2
right,down,569,3
grip,down,569,4
left,down,569,5
left,down,569,6
down,grip,569,7
down,down,57,0
right,down,57,1
left,down,57,2
down,down,57,3
up,down,57,4
left,grip,57,5
up,up,570,0
grip,up,570,1
down,right,570,10
left,grip,570,11
right,up,570,2
right,up,570,3
right,right,570,4
up,right,570,5
right,right,570,6
right,right,570,7
down,right,570,8
down,right,570,9
left,up,571,0
grip,up,571,1
grip,right,571,10
up,grip,571,11
right,up,571,2
right,up,571,3
right,up,571,4
right,up,571,5
left,right,571,6
right,right,571,7
down,right,571,8
up,right,571,9
up,right,572,0
left,right,572,1
right,right,572,2
down,grip,572,3
up,down,573,0
up,right,573,1
up,right,573,2
right,right,573,3
grip,right,573,4
grip,right,573,5
left,grip,573,6
up,down,574,0
grip,down,574,1
right,down,574,2
right,down,574,3
right,down,574,4
left,right,574,5
down,right,574,6
right,right,574,7
up,right,574,8
grip,grip,574,9
up,down,575,0
up,down,575,1
up,right,575,10
left,right,575,11
up,right,575,12
right,grip,575,13
right,down,575,2
grip,down,575,3
right,down,575,4
up,down,575,5
up,right,575,6
up,right,575,7
grip,right,575,8
left,right,575,9
down,up,58,0
up,up,58,1
up,up,58,2
left,up,58,3
up,right,58,4
left,right,58,5
left,right,58,6
grip,right,58,7
down,grip,58,8
right,up,59,0
up,up,59,1
down,up,59,2
up,up,59,3
down,up,59,4
down,up,59,5
left,up,59,6
grip,right,59,7
up,right,59,8
left,grip,59,9
up,up,6,0
grip,up,6,1
down,grip,6,10
grip,up,6,2
up,up,6,3
grip,up,6,4
left,up,6,5
left,up,6,6
right,up,6,7
up,up,6,8
down,right,6,9
left,down,60,0
left,right,60,1
up,right,60,2
grip,right,60,3
grip,right,60,4
down,right,60,5
down,right,60,6
grip,right,60,7
left,grip,60,8
left,up,61,0
left,right,61,1
right,right,61,2
down,grip,61,3
up,down,62,0
grip,down,62,1
up,right,62,2
down,right,62,3
down,right,62,4
left,right,62,5
down,grip,62,6
grip,down,63,0
